,sample_id,X.query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
304,Lys2_ev_pop2_6,14_6_2811042-3146373_105,1282356.H045_09895,0,1162,"COG4773@1|root,COG4773@2|Bacteria,1MW5E@1224|Proteobacteria,1RMBD@1236|Gammaproteobacteria,1YPIU@136843|Pseudomonas fluorescens group",1236|Gammaproteobacteria,M,receptor,fpvA,-,-,"ko:K02014,ko:K16088",-,-,-,-,"ko00000,ko02000","1.B.14,1.B.14.1.10,1.B.14.1.3,1.B.14.1.8",-,-,"Plug,STN,TonB_dep_Rec"
305,Lys2_ev_pop3_4,15_4_2934003-2994541_29,1282356.H045_09895,0,1162,"COG4773@1|root,COG4773@2|Bacteria,1MW5E@1224|Proteobacteria,1RMBD@1236|Gammaproteobacteria,1YPIU@136843|Pseudomonas fluorescens group",1236|Gammaproteobacteria,M,receptor,fpvA,-,-,"ko:K02014,ko:K16088",-,-,-,-,"ko00000,ko02000","1.B.14,1.B.14.1.10,1.B.14.1.3,1.B.14.1.8",-,-,"Plug,STN,TonB_dep_Rec"
306,Lys2_ev_pop2_6,14_6_2811042-3146373_226,287.DR97_6161,0,1103,"COG0768@1|root,COG0768@2|Bacteria,1MUNY@1224|Proteobacteria,1RNGW@1236|Gammaproteobacteria,1YDTF@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Catalyzes cross-linking of the peptidoglycan cell wall at the division septum,ftsI,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008144,GO:0008150,GO:0008658,GO:0008955,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031224,GO:0031226,GO:0031406,GO:0032153,GO:0033218,GO:0033293,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043177,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051301,GO:0071944,GO:0097159,GO:1901363,GO:1901681",3.4.16.4,ko:K03587,"ko00550,ko01501,map00550,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01011,ko03036",-,-,iSSON_1240.SSON_0092,"PBP_dimer,Transpeptidase"
307,Lys2_ev_pop2_6,14_6_2811042-3146373_5,287.DR97_5679,6.02E-287,785,"COG0845@1|root,COG0845@2|Bacteria,1MU78@1224|Proteobacteria,1RMI7@1236|Gammaproteobacteria,1YEA2@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,mexE,-,-,"ko:K18298,ko:K19595",-,"M00641,M00768,M00769",-,-,"ko00000,ko00002,ko01504,ko02000","2.A.6.2.25,2.A.6.2.34,8.A.1",-,-,"Biotin_lipoyl_2,HlyD_3,HlyD_D23"
308,Lys2_ev_pop1_3,13_3_2835111-3078848_88,287.DR97_6041,0,878,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1YESS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Outer membrane efflux protein,opmQ,-,-,-,-,-,-,-,-,-,-,-,OEP
309,Lys2_ev_pop1_4,13_4_2839227-3026093_85,287.DR97_6041,0,878,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1YESS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Outer membrane efflux protein,opmQ,-,-,-,-,-,-,-,-,-,-,-,OEP
310,Lys2_ev_pop2_1,14_1_2921860-3009983_44,287.DR97_6041,0,878,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1YESS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Outer membrane efflux protein,opmQ,-,-,-,-,-,-,-,-,-,-,-,OEP
311,Lys2_ev_pop2_3,14_3_2890191-3084703_60,287.DR97_6041,0,878,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1YESS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Outer membrane efflux protein,opmQ,-,-,-,-,-,-,-,-,-,-,-,OEP
312,Lys2_ev_pop2_6,14_6_2811042-3146373_112,287.DR97_6041,0,878,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1YESS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Outer membrane efflux protein,opmQ,-,-,-,-,-,-,-,-,-,-,-,OEP
313,Lys2_ev_pop2_6,14_6_2811042-3146373_207,287.DR97_6142,0,914,"COG3659@1|root,COG3659@2|Bacteria,1QMC3@1224|Proteobacteria,1RSBU@1236|Gammaproteobacteria,1YHNG@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,"Carbohydrate-selective porin, OprB family",oprB,-,-,ko:K07267,-,-,-,-,"ko00000,ko02000",1.B.19.1,-,-,OprB
314,Lys2_ev_pop1_3,13_3_2835111-3078848_90,287.DR97_6043,3.52E-256,705,"COG0845@1|root,COG0845@2|Bacteria,1MU8D@1224|Proteobacteria,1RN0E@1236|Gammaproteobacteria,1YFP5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Barrel-sandwich domain of CusB or HlyD membrane-fusion,pvdR,-,-,"ko:K02005,ko:K13888",-,M00709,-,-,"ko00000,ko00002,ko02000",8.A.1,-,-,HlyD_D23
315,Lys2_ev_pop1_4,13_4_2839227-3026093_87,287.DR97_6043,3.52E-256,705,"COG0845@1|root,COG0845@2|Bacteria,1MU8D@1224|Proteobacteria,1RN0E@1236|Gammaproteobacteria,1YFP5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Barrel-sandwich domain of CusB or HlyD membrane-fusion,pvdR,-,-,"ko:K02005,ko:K13888",-,M00709,-,-,"ko00000,ko00002,ko02000",8.A.1,-,-,HlyD_D23
316,Lys2_ev_pop2_1,14_1_2921860-3009983_46,287.DR97_6043,3.52E-256,705,"COG0845@1|root,COG0845@2|Bacteria,1MU8D@1224|Proteobacteria,1RN0E@1236|Gammaproteobacteria,1YFP5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Barrel-sandwich domain of CusB or HlyD membrane-fusion,pvdR,-,-,"ko:K02005,ko:K13888",-,M00709,-,-,"ko00000,ko00002,ko02000",8.A.1,-,-,HlyD_D23
317,Lys2_ev_pop2_3,14_3_2890191-3084703_62,287.DR97_6043,3.52E-256,705,"COG0845@1|root,COG0845@2|Bacteria,1MU8D@1224|Proteobacteria,1RN0E@1236|Gammaproteobacteria,1YFP5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Barrel-sandwich domain of CusB or HlyD membrane-fusion,pvdR,-,-,"ko:K02005,ko:K13888",-,M00709,-,-,"ko00000,ko00002,ko02000",8.A.1,-,-,HlyD_D23
318,Lys2_ev_pop2_6,14_6_2811042-3146373_114,287.DR97_6043,3.52E-256,705,"COG0845@1|root,COG0845@2|Bacteria,1MU8D@1224|Proteobacteria,1RN0E@1236|Gammaproteobacteria,1YFP5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,M,Barrel-sandwich domain of CusB or HlyD membrane-fusion,pvdR,-,-,"ko:K02005,ko:K13888",-,M00709,-,-,"ko00000,ko00002,ko02000",8.A.1,-,-,HlyD_D23
319,Lys2_ev_pop2_6,14_6_2811042-3146373_3,287.DR97_5677,0,881,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RN5K@1236|Gammaproteobacteria,1YF06@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,MU,Outer membrane efflux protein,oprN,-,-,ko:K18300,-,M00641,-,-,"ko00000,ko00002,ko01504,ko02000",1.B.17,-,-,OEP
320,Lys2_ev_pop1_3,13_3_2835111-3078848_145,287.DR97_6101,1.05E-125,358,"COG2128@1|root,COG2128@2|Bacteria,1RBG0@1224|Proteobacteria,1SYDN@1236|Gammaproteobacteria,1YKVF@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,-,-,-,-,-,-,-,-,-,-,-,-,CMD
321,Lys2_ev_pop1_3,13_3_2835111-3078848_109,287.DR97_6061,0,1583,"COG0542@1|root,COG0542@2|Bacteria,1MVBH@1224|Proteobacteria,1RMZH@1236|Gammaproteobacteria,1YDH5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,"Clp amino terminal domain, pathogenicity island component",-,-,-,ko:K11907,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
322,Lys2_ev_pop1_3,13_3_2835111-3078848_33,287.DR97_5993,0,1231,"COG0330@1|root,COG0330@2|Bacteria,1R3PY@1224|Proteobacteria,1S0JB@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,COG0330 Membrane protease subunits stomatin prohibitin homologs,-,-,-,-,-,-,-,-,-,-,-,-,Band_7
323,Lys2_ev_pop1_3,13_3_2835111-3078848_22,287.DR97_5982,2.81E-230,632,"COG0484@1|root,COG0484@2|Bacteria,1RC3P@1224|Proteobacteria,1S3MD@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,heat shock protein binding,-,-,-,-,-,-,-,-,-,-,-,-,-
324,Lys2_ev_pop1_4,13_4_2839227-3026093_106,287.DR97_6061,0,1583,"COG0542@1|root,COG0542@2|Bacteria,1MVBH@1224|Proteobacteria,1RMZH@1236|Gammaproteobacteria,1YDH5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,"Clp amino terminal domain, pathogenicity island component",-,-,-,ko:K11907,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
325,Lys2_ev_pop1_4,13_4_2839227-3026093_29,287.DR97_5993,0,1231,"COG0330@1|root,COG0330@2|Bacteria,1R3PY@1224|Proteobacteria,1S0JB@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,COG0330 Membrane protease subunits stomatin prohibitin homologs,-,-,-,-,-,-,-,-,-,-,-,-,Band_7
326,Lys2_ev_pop1_4,13_4_2839227-3026093_18,287.DR97_5982,2.81E-230,632,"COG0484@1|root,COG0484@2|Bacteria,1RC3P@1224|Proteobacteria,1S3MD@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,heat shock protein binding,-,-,-,-,-,-,-,-,-,-,-,-,-
327,Lys2_ev_pop2_3,14_3_2890191-3084703_117,287.DR97_6101,1.05E-125,358,"COG2128@1|root,COG2128@2|Bacteria,1RBG0@1224|Proteobacteria,1SYDN@1236|Gammaproteobacteria,1YKVF@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,-,-,-,-,-,-,-,-,-,-,-,-,CMD
328,Lys2_ev_pop2_3,14_3_2890191-3084703_81,287.DR97_6061,0,1583,"COG0542@1|root,COG0542@2|Bacteria,1MVBH@1224|Proteobacteria,1RMZH@1236|Gammaproteobacteria,1YDH5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,"Clp amino terminal domain, pathogenicity island component",-,-,-,ko:K11907,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
329,Lys2_ev_pop2_3,14_3_2890191-3084703_5,287.DR97_5993,0,1231,"COG0330@1|root,COG0330@2|Bacteria,1R3PY@1224|Proteobacteria,1S0JB@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,COG0330 Membrane protease subunits stomatin prohibitin homologs,-,-,-,-,-,-,-,-,-,-,-,-,Band_7
330,Lys2_ev_pop2_6,14_6_2811042-3146373_169,287.DR97_6101,1.05E-125,358,"COG2128@1|root,COG2128@2|Bacteria,1RBG0@1224|Proteobacteria,1SYDN@1236|Gammaproteobacteria,1YKVF@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,-,-,-,-,-,-,-,-,-,-,-,-,CMD
331,Lys2_ev_pop2_6,14_6_2811042-3146373_133,287.DR97_6061,0,1583,"COG0542@1|root,COG0542@2|Bacteria,1MVBH@1224|Proteobacteria,1RMZH@1236|Gammaproteobacteria,1YDH5@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,"Clp amino terminal domain, pathogenicity island component",-,-,-,ko:K11907,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
332,Lys2_ev_pop2_6,14_6_2811042-3146373_57,287.DR97_5993,0,1231,"COG0330@1|root,COG0330@2|Bacteria,1R3PY@1224|Proteobacteria,1S0JB@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,COG0330 Membrane protease subunits stomatin prohibitin homologs,-,-,-,-,-,-,-,-,-,-,-,-,Band_7
333,Lys2_ev_pop2_6,14_6_2811042-3146373_46,287.DR97_5982,2.81E-230,632,"COG0484@1|root,COG0484@2|Bacteria,1RC3P@1224|Proteobacteria,1S3MD@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,heat shock protein binding,-,-,-,-,-,-,-,-,-,-,-,-,-
334,Lys2_ev_pop2_6,14_6_2811042-3146373_212,287.DR97_6147,0,971,"COG0501@1|root,COG0501@2|Bacteria,1R7VU@1224|Proteobacteria,1RZQY@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,Peptidase family M48,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M48
335,Lys2_ev_pop2_6,14_6_2811042-3146373_215,287.DR97_6150,0,936,"COG0501@1|root,COG0501@2|Bacteria,1R7VU@1224|Proteobacteria,1RZQY@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,Peptidase family M48,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M48
336,Lys2_ev_pop2_6,14_6_2811042-3146373_22,287.DR97_5698,4.67E-184,511,"COG1651@1|root,COG1651@2|Bacteria,1NEFD@1224|Proteobacteria,1RQAW@1236|Gammaproteobacteria,1YDKS@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,O,Thioredoxin-like domain,dsbG,"GO:0003674,GO:0003756,GO:0003824,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0015035,GO:0015036,GO:0016491,GO:0016667,GO:0016853,GO:0016860,GO:0016864,GO:0042597,GO:0044464,GO:0055114,GO:0140096",-,ko:K03805,-,-,-,-,"ko00000,ko03110",-,-,"iECO111_1330.ECO111_0636,iECO26_1355.ECO26_0680,iEcE24377_1341.EcE24377A_0625,iG2583_1286.G2583_0768",Thioredoxin_2
337,Lys2_ev_pop1_3,13_3_2835111-3078848_34,287.DR97_5994,1.24E-180,510,"COG0330@1|root,COG0330@2|Bacteria,1P392@1224|Proteobacteria,1RN26@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,HflC and HflK could regulate a protease,hflC2,-,-,ko:K04087,-,M00742,-,-,"ko00000,ko00002,ko01000",-,-,-,Band_7
338,Lys2_ev_pop1_4,13_4_2839227-3026093_30,287.DR97_5994,1.24E-180,510,"COG0330@1|root,COG0330@2|Bacteria,1P392@1224|Proteobacteria,1RN26@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,HflC and HflK could regulate a protease,hflC2,-,-,ko:K04087,-,M00742,-,-,"ko00000,ko00002,ko01000",-,-,-,Band_7
339,Lys2_ev_pop2_3,14_3_2890191-3084703_6,287.DR97_5994,1.24E-180,510,"COG0330@1|root,COG0330@2|Bacteria,1P392@1224|Proteobacteria,1RN26@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,HflC and HflK could regulate a protease,hflC2,-,-,ko:K04087,-,M00742,-,-,"ko00000,ko00002,ko01000",-,-,-,Band_7
340,Lys2_ev_pop2_6,14_6_2811042-3146373_58,287.DR97_5994,1.51E-180,510,"COG0330@1|root,COG0330@2|Bacteria,1P392@1224|Proteobacteria,1RN26@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,HflC and HflK could regulate a protease,hflC2,-,-,ko:K04087,-,M00742,-,-,"ko00000,ko00002,ko01000",-,-,-,Band_7
341,Lys2_ev_pop1_3,13_3_2835111-3078848_35,287.DR97_5995,4.11E-230,635,"COG0330@1|root,COG0330@2|Bacteria,1P8QE@1224|Proteobacteria,1RYX8@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,"Membrane protease subunits, stomatin prohibitin homologs",hflK2,-,-,-,-,-,-,-,-,-,-,-,Band_7
342,Lys2_ev_pop1_4,13_4_2839227-3026093_31,287.DR97_5995,4.11E-230,635,"COG0330@1|root,COG0330@2|Bacteria,1P8QE@1224|Proteobacteria,1RYX8@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,"Membrane protease subunits, stomatin prohibitin homologs",hflK2,-,-,-,-,-,-,-,-,-,-,-,Band_7
343,Lys2_ev_pop2_3,14_3_2890191-3084703_7,287.DR97_5995,4.11E-230,635,"COG0330@1|root,COG0330@2|Bacteria,1P8QE@1224|Proteobacteria,1RYX8@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,"Membrane protease subunits, stomatin prohibitin homologs",hflK2,-,-,-,-,-,-,-,-,-,-,-,Band_7
344,Lys2_ev_pop2_6,14_6_2811042-3146373_59,287.DR97_5995,4.11E-230,635,"COG0330@1|root,COG0330@2|Bacteria,1P8QE@1224|Proteobacteria,1RYX8@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,"Membrane protease subunits, stomatin prohibitin homologs",hflK2,-,-,-,-,-,-,-,-,-,-,-,Band_7
345,Lys2_ev_pop1_3,13_3_2835111-3078848_147,287.DR97_6103,9.44E-195,540,"COG1116@1|root,COG1116@2|Bacteria,1MUDV@1224|Proteobacteria,1RNEH@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,(ABC) transporter,-,-,-,ko:K02049,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,ABC_tran
346,Lys2_ev_pop1_3,13_3_2835111-3078848_71,287.DR97_6024,1.43E-196,547,"COG1108@1|root,COG1108@2|Bacteria,1MVC2@1224|Proteobacteria,1RPYF@1236|Gammaproteobacteria,1YIFX@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,ABC 3 transport family,-,-,-,ko:K09816,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,ABC-3
347,Lys2_ev_pop1_3,13_3_2835111-3078848_95,287.DR97_6048,9.90E-68,205,"COG0735@1|root,COG0735@2|Bacteria,1QEM6@1224|Proteobacteria,1TBD5@1236|Gammaproteobacteria,1YH8G@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,belongs to the Fur family,-,-,-,-,-,-,-,-,-,-,-,-,"FUR,HTH_12"
348,Lys2_ev_pop1_3,13_3_2835111-3078848_37,287.DR97_5997,0,1149,"COG2217@1|root,COG2217@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria,1YF9F@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,E1-E2 ATPase,-,-,-,-,-,-,-,-,-,-,-,-,"E1-E2_ATPase,Hemerythrin,Hydrolase"
349,Lys2_ev_pop1_3,13_3_2835111-3078848_148,287.DR97_6104,1.53E-286,783,"COG0715@1|root,COG0715@2|Bacteria,1MWDN@1224|Proteobacteria,1RYYZ@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,NMT1-like family,-,-,-,ko:K02051,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,"NMT1_2,TAT_signal"
350,Lys2_ev_pop1_3,13_3_2835111-3078848_102,287.DR97_6055,3.83E-297,810,"COG1840@1|root,COG1840@2|Bacteria,1PDQ6@1224|Proteobacteria,1RZD6@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,PFAM extracellular solute-binding protein family 1,-,-,-,-,-,-,-,-,-,-,-,-,SBP_bac_6
351,Lys2_ev_pop1_3,13_3_2835111-3078848_70,287.DR97_6023,6.62E-204,566,"COG0803@1|root,COG0803@2|Bacteria,1RK0S@1224|Proteobacteria,1TBF7@1236|Gammaproteobacteria,1YHAZ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,Zinc-uptake complex component A periplasmic,-,-,-,-,-,-,-,-,-,-,-,-,ZnuA
352,Lys2_ev_pop1_4,13_4_2839227-3026093_68,287.DR97_6024,1.43E-196,547,"COG1108@1|root,COG1108@2|Bacteria,1MVC2@1224|Proteobacteria,1RPYF@1236|Gammaproteobacteria,1YIFX@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,ABC 3 transport family,-,-,-,ko:K09816,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,ABC-3
353,Lys2_ev_pop1_4,13_4_2839227-3026093_92,287.DR97_6048,9.90E-68,205,"COG0735@1|root,COG0735@2|Bacteria,1QEM6@1224|Proteobacteria,1TBD5@1236|Gammaproteobacteria,1YH8G@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,belongs to the Fur family,-,-,-,-,-,-,-,-,-,-,-,-,"FUR,HTH_12"
354,Lys2_ev_pop1_4,13_4_2839227-3026093_33,287.DR97_5997,0,1149,"COG2217@1|root,COG2217@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria,1YF9F@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,E1-E2 ATPase,-,-,-,-,-,-,-,-,-,-,-,-,"E1-E2_ATPase,Hemerythrin,Hydrolase"
355,Lys2_ev_pop1_4,13_4_2839227-3026093_99,287.DR97_6055,3.83E-297,810,"COG1840@1|root,COG1840@2|Bacteria,1PDQ6@1224|Proteobacteria,1RZD6@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,PFAM extracellular solute-binding protein family 1,-,-,-,-,-,-,-,-,-,-,-,-,SBP_bac_6
356,Lys2_ev_pop1_4,13_4_2839227-3026093_67,287.DR97_6023,6.62E-204,566,"COG0803@1|root,COG0803@2|Bacteria,1RK0S@1224|Proteobacteria,1TBF7@1236|Gammaproteobacteria,1YHAZ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,Zinc-uptake complex component A periplasmic,-,-,-,-,-,-,-,-,-,-,-,-,ZnuA
357,Lys2_ev_pop2_1,14_1_2921860-3009983_27,287.DR97_6024,1.43E-196,547,"COG1108@1|root,COG1108@2|Bacteria,1MVC2@1224|Proteobacteria,1RPYF@1236|Gammaproteobacteria,1YIFX@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,ABC 3 transport family,-,-,-,ko:K09816,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,ABC-3
358,Lys2_ev_pop2_1,14_1_2921860-3009983_51,287.DR97_6048,9.90E-68,205,"COG0735@1|root,COG0735@2|Bacteria,1QEM6@1224|Proteobacteria,1TBD5@1236|Gammaproteobacteria,1YH8G@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,belongs to the Fur family,-,-,-,-,-,-,-,-,-,-,-,-,"FUR,HTH_12"
359,Lys2_ev_pop2_1,14_1_2921860-3009983_26,287.DR97_6023,6.62E-204,566,"COG0803@1|root,COG0803@2|Bacteria,1RK0S@1224|Proteobacteria,1TBF7@1236|Gammaproteobacteria,1YHAZ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,Zinc-uptake complex component A periplasmic,-,-,-,-,-,-,-,-,-,-,-,-,ZnuA
360,Lys2_ev_pop2_3,14_3_2890191-3084703_119,287.DR97_6103,9.44E-195,540,"COG1116@1|root,COG1116@2|Bacteria,1MUDV@1224|Proteobacteria,1RNEH@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,(ABC) transporter,-,-,-,ko:K02049,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,ABC_tran
361,Lys2_ev_pop2_3,14_3_2890191-3084703_43,287.DR97_6024,1.43E-196,547,"COG1108@1|root,COG1108@2|Bacteria,1MVC2@1224|Proteobacteria,1RPYF@1236|Gammaproteobacteria,1YIFX@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,ABC 3 transport family,-,-,-,ko:K09816,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,ABC-3
362,Lys2_ev_pop2_3,14_3_2890191-3084703_67,287.DR97_6048,9.90E-68,205,"COG0735@1|root,COG0735@2|Bacteria,1QEM6@1224|Proteobacteria,1TBD5@1236|Gammaproteobacteria,1YH8G@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,belongs to the Fur family,-,-,-,-,-,-,-,-,-,-,-,-,"FUR,HTH_12"
363,Lys2_ev_pop2_3,14_3_2890191-3084703_9,287.DR97_5997,0,1149,"COG2217@1|root,COG2217@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria,1YF9F@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,E1-E2 ATPase,-,-,-,-,-,-,-,-,-,-,-,-,"E1-E2_ATPase,Hemerythrin,Hydrolase"
364,Lys2_ev_pop2_3,14_3_2890191-3084703_120,287.DR97_6104,1.53E-286,783,"COG0715@1|root,COG0715@2|Bacteria,1MWDN@1224|Proteobacteria,1RYYZ@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,NMT1-like family,-,-,-,ko:K02051,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,"NMT1_2,TAT_signal"
365,Lys2_ev_pop2_3,14_3_2890191-3084703_74,287.DR97_6055,3.83E-297,810,"COG1840@1|root,COG1840@2|Bacteria,1PDQ6@1224|Proteobacteria,1RZD6@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,PFAM extracellular solute-binding protein family 1,-,-,-,-,-,-,-,-,-,-,-,-,SBP_bac_6
366,Lys2_ev_pop2_3,14_3_2890191-3084703_42,287.DR97_6023,6.62E-204,566,"COG0803@1|root,COG0803@2|Bacteria,1RK0S@1224|Proteobacteria,1TBF7@1236|Gammaproteobacteria,1YHAZ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,P,Zinc-uptake complex component A periplasmic,-,-,-,-,-,-,-,-,-,-,-,-,ZnuA
367,Lys2_ev_pop2_6,14_6_2811042-3146373_171,287.DR97_6103,9.44E-195,540,"COG1116@1|root,COG1116@2|Bacteria,1MUDV@1224|Proteobacteria,1RNEH@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,(ABC) transporter,-,-,-,ko:K02049,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,ABC_tran
